,product_id,product_category_name,product_photos_qty
86,32ee3f4e2493045726807808d7abbab6,cama mesa banho,2
87,c2367eda4f9623d0355dc5d7796d857a,cama mesa banho,1
88,7f34b85142d1ef9e077a0da9ada27385,moveis decoracao,3
89,c478b1bbf9ec8c5691f37ccb83187386,informatica acessorios,2
90,f9ecf420c38b90a8af8e7f70fd789264,esporte lazer,1
91,3a6a0247ced9dcb444b46caafdcdd368,beleza saude,1
92,adf591c625cb265c12bc6749d3a2f757,beleza saude,6
93,3e0f398b664b26e3224c79dbf435191f,esporte lazer,4
94,64c8f1a52b407d92518a1f8b79240a70,telefonia,1
95,af16005fca813272caf59c432153949e,moveis decoracao,2
96,e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,6
97,d8a405c732027a2af3187b031890933d,automotivo,1
98,ce94e3c41145e28428cdae952a1fd7f2,relogios presentes,2
99,3f0f8de616df6efb39a48f3c64eea974,cama mesa banho,1
100,6ddc95e87149457c4c5177b0a474a9ba,moveis decoracao,3
101,a2e2851eae0aebb8ee4df32348b42e2b,informatica acessorios,3
102,723f62c36c298037716bf60c0ad0df3a,relogios presentes,4
103,b2b3503e675abbc07e278151da072ed2,moveis decoracao,1
104,c18c01e09509a509e2b88d3ed40c580e,bebes,1
105,a41e356c76fab66334f36de622ecbd3a,,0
106,e7cad5e8ed9b92e788262ad710c33bd0,esporte lazer,4
107,c33d78b97260227119fb2b71be168fca,cama mesa banho,1
108,e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,4
109,67bea89008edcb996cfe4e3d062b62a8,utilidades domesticas,1
110,e8e86cbab028363545a5bf0ca5e226ee,moveis sala,2
111,c12b64bf0861a27e0f06c36ef82f457d,esporte lazer,1
112,6f0169f259bb0ff432bfff7d829b9946,casa construcao,6
113,b6f3b8136ba8302906df7e11ff908751,pet shop,1
114,2be2be0a6a5916840503fdf50808ebcb,utilidades domesticas,1
115,8efa775719397f78f79c8e5c7b0afbd4,moveis decoracao,1
116,9e87e3ee09baee5f5c0513ff37bc60ab,cama mesa banho,2
117,a0abcee0132a5aed003d98e459b37698,cama mesa banho,1
118,7f6308ba4057a6a740af7b4dcfb79c13,telefonia,9
119,1eb4a9aee05c9cad041e09add2a26d68,malas acessorios,1
120,8da90b37f0fb171b4877c124f965b1f6,perfumaria,3
121,712a72a78ffb66cb6eee87eebbf54519,esporte lazer,3
122,c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao e seguranca,1
123,f17b05cc8a7651896df8c30884200e9a,climatizacao,1
124,55ec10b39713ee81ee2c5bcb558cf866,fashion bolsas e acessorios,1
125,c190c4fe582c5b7ffff586506de83f01,moveis decoracao,1
126,f908df99196805b5bc4ada9ef510b11b,esporte lazer,2
127,ac5bae85a895724330c4acddd581b02b,telefonia,2
128,d8dee61c2034d6d075997acef1870e9b,,0
129,cbaff83e2c00a2b731d27276bbf52082,artes,6
130,ad67f74682943e3857eebf3ca2538d1a,cama mesa banho,2
131,1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas jardim,1
132,acd427ee119d5c71c7a85ae488cb0a6a,fashion bolsas e acessorios,7
133,60cf4effb6947283fa638d570bd07318,bebes,4
134,51fed4afb1b41d00ad9d25a73b7fbbc7,consoles games,3
135,bb09cce52b336261572a5a7e25a33795,utilidades domesticas,1
136,65a6462e42e05ab3b8dc613566736825,malas acessorios,4
137,f2396540fbfac27b5117f0dbd6744b50,cama mesa banho,1
138,70d1bd3a042448105a71d0b41ecbc96b,consoles games,1
139,0075c14603d80515e20908c156ceb47b,esporte lazer,2
140,5a42f73d92034010a4e00360fb0df099,esporte lazer,1
141,bcd58b852a3b0152b6b384c4e4474ba2,cool stuff,2
142,2bfb0bdbcea77da2879f0ef3be9a219e,consoles games,5
143,87fb220044e9aca16fbec51c6c997aa0,relogios presentes,2
144,484bf1dff778a416389aafd0dee1cb11,brinquedos,1
145,56139431d72cd51f19eb9f7dae4d1617,,0
146,3cef8174403f4fdedbf24fa67fa9f132,bebes,3
147,003938452c98ff9ab28e9e7b4bfe97ab,moveis sala,2
148,8d6cb00151d423c52855385c89f0bae8,automotivo,1
149,5877301b00f95e3c6118738b293dfab3,eletrodomesticos,1
150,e0bbe6292471ff5ab3752414baf78111,relogios presentes,2
151,dd768d259ee6054e0dadd66c8e2be0b6,cama mesa banho,2
152,fc2edee55f4118969f4dc49f7a717605,automotivo,3
153,b521fddf2c8a7e7d1791bfb3c1b2f278,esporte lazer,1
154,46b48281eb6d663ced748f324108c733,,0
155,db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,2
156,50556c630443502c11acde1c320fe278,beleza saude,1
157,88d2c501ec765f5d7e8038fa6aab0e62,beleza saude,1
158,722fb67c17907e21734449c091420bf5,utilidades domesticas,1
159,43b6d9e46e1e6b8ac743a1c31e462937,ferramentas jardim,1
160,1ffe365aa7583189e63f2fa4f060b269,esporte lazer,4
161,3014e35fd70fce29095ced5cdc89f4ce,telefonia,1
162,e869d449cc32881790ef9af9b4c670f8,moveis escritorio,1
163,a1b3a75aaaee5c9a683f2266c088f720,relogios presentes,2
164,7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte lazer,1
165,15b3d40f375c0645c1eed4ed1cd8e17a,fashion bolsas e acessorios,3
166,1cf39a397efa955b102a52ee7ec5531c,automotivo,3
167,f9471562478eba8761bc985b968a0092,utilidades domesticas,1
168,e96bac5656eaec25f3d76757fa16d9d3,casa construcao,6
169,16b06ede456b922e56fbb4b3818aa875,fashion bolsas e acessorios,5
170,c7147724cd430269c6296fc758c0a086,utilidades domesticas,1
171,dbb399a8be7395d5b136d49fcdce13df,informatica acessorios,1
172,ed46d1fbd7bf78ce79910c09fb892abb,esporte lazer,1
173,d458378a178cd7cae60052319cebf235,papelaria,2
174,596363933adf57df745ecbc8afeec226,esporte lazer,1
175,4473f3e5c65952b074ef987fa5c24662,telefonia,6
176,8c9faf6aabee9b2a30b83f92d786f6de,livros interesse geral,3
177,8e71b24c3e25a92fef6176120a67fac7,informatica acessorios,1
178,828fe032935d7c1901682e5b6cc076c2,perfumaria,2
179,19502a282608c5627fb32e22724727fc,brinquedos,1
180,df473738565b52f77b4e22b328b41576,construcao ferramentas ferramentas,1
181,657491063e8a63247a108a4d9cedf020,brinquedos,1
182,a388f2043ca885de714453e4fac616e2,telefonia,1
183,4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas jardim,1
184,a85543a371d5cfafedb80a8177a692b5,utilidades domesticas,2
185,6b017e0d95d8765a6f2bed3bc272c61e,fashion underwear e moda praia,1
186,6d14f72afff32795290f2df6507f063c,malas acessorios,3
187,75b433ca888fe027b18dfac89a284667,eletronicos,1
188,9aa70106d14b83c7ad033592870b2b30,utilidades domesticas,3
189,42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,1
190,a04cf12934a318be6550b1aeab938bf2,fashion calcados,5
191,224703229a7c966a5b191651e1561be2,esporte lazer,4
192,43724b27731595d954e911f443fb1cc4,construcao ferramentas construcao,1
193,b29ca3d3127057c43ef4b364bbe360ea,beleza saude,1
194,5e21d5cab5d33e770d8150a4ee6117db,relogios presentes,4
195,55610b8b7d48294e69fc23f513dfbe98,moveis decoracao,3
196,68bfdbfe84f03af17733b10362f10020,moveis decoracao,4
197,5fb61f482620cb672f5e586bb132eae9,,0
198,a5bc1334f1762ce0a844f3f694dc08e1,cama mesa banho,1
199,701ff123e9085dcc9c2f833efded6374,cool stuff,5
200,73b499a2f5002c0a2158a478cc5a096c,utilidades domesticas,2
201,42f14eda412436b96cde4f4025ed5f25,esporte lazer,3
202,47969dd948e918289f809be899ddfb4c,papelaria,1
203,446295cf6f689d4db477145815362608,papelaria,1
204,280c05c66173c2b377f3e449e33abc6d,brinquedos,1
205,4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,5
206,c45a1de8cdb00af9ba1f3c097561b77a,cama mesa banho,2
207,1b37262ebd1307a6c9aab9aca8584e76,pet shop,3
208,04869307f7e7dc5b07f1d83406ade1e5,brinquedos,2
209,8bb6ace4cf2411747ea1cfecad5a458d,bebes,2
210,21db47f6493b06e8e7fc562ec9890e77,informatica acessorios,4
211,f4d705aa95ccca448e5b0deb6e5290ba,cama mesa banho,1
212,bbaef2eadf31fe3ea6702077398be06c,perfumaria,2
213,3fc3d637781e5d185455013606a6e2cd,eletronicos,1
214,21d325f98c6505a72b1bcf363f3d3f88,brinquedos,2
215,f6691c7e7a0c12d28003c97608dfe605,fashion roupa masculina,2
216,c615805546392ec3b8a20c6590c4d400,pet shop,6
217,6e9c52b407fea24064f7ab2b144fbf8c,bebes,7
218,e07f6e9343cad06f34d0a7a09eeac4d7,beleza saude,1
219,80fc21f90a43fdcfc623f11f5457db10,relogios presentes,2
220,9cafef108028ea326352e901a8b729a7,cama mesa banho,2
221,dd783a33bc94bef9c728611320d559e7,beleza saude,1
222,ec019a7e1feb42072e2a07b6317c7edb,brinquedos,1
223,20424e1f503b9ceeeee60b717b11ec36,utilidades domesticas,1
224,795ed173180b101b114960e572d2181f,malas acessorios,1
225,40a75445dcf4958b8c9b3dac6898094b,esporte lazer,1
226,fff0a542c3c62682f23305214eaeaa24,papelaria,3
227,21419fbb5e6e21591c1dc83cb75aec07,casa construcao,1
228,d801448d8cf48fd15a66dc8779d47241,relogios presentes,1
229,d1fbb5683c8e93f314d0f2bf40d07761,cama mesa banho,2
230,4e7f36f28c51e114a343625b628dd429,cool stuff,1
231,58bef3ad35aed45b92cf03510e6cf5ce,esporte lazer,1
232,532d7f19b8005e415f5b98a1cf4a8690,utilidades domesticas,1
233,aedb7e30007f6051c5b3f97156b0848a,artes,1
234,c752f2bc46ad4b389290cf5828a1db62,beleza saude,1
235,7207700449f2433076d70a5b1c004eb4,consoles games,1
236,582dfc3697c5f834a5ddf28460ba9222,fashion bolsas e acessorios,1
237,54910b8287ecea5f93a008ebfa94a15c,cama mesa banho,1
238,ecaae002060173ec59f5b168cbd55d70,automotivo,1
239,9e48435521202c8795e21ac42efcc761,informatica acessorios,1
240,f46c384460008df0071849d01b39834f,esporte lazer,2
241,4fe53f6c123977ffa0dda91a2962c9e8,moveis decoracao,1
242,7aeb83cae61b0e94e6426cba2598ad9e,utilidades domesticas,2
243,3fc23ad64a8ee1f1451c8c44932c5d22,construcao ferramentas ferramentas,1
244,e10758160da97891c2fdcbc35f0f031d,,0
245,dccef777bc505f2eca720502c209988d,eletrodomesticos,1
246,b6be875acca0b4862cae6479c5d9e6fa,ferramentas jardim,1
247,84e1b9c6ba2ed178bd217097b41f1251,moveis cozinha area de servico jantar e jardim,1
248,93c285dad77a797cf2193ead6afbe107,utilidades domesticas,1
249,1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,2
250,6a61a5d77a8571a0646e8c0f75f572f4,beleza saude,6
251,0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,1
252,2de8789bf8abcd2f6c7866f9429b1986,pet shop,1
253,d394d30215872be4cda2c67c1ce5b981,esporte lazer,5
254,9181a16945ef449aa81212d5139945ec,bebes,3
255,b166907a5770631b7deedd0891b1b7ab,utilidades domesticas,1
256,302a19dacdbb5ed2f74f9dee8126ef79,bebes,5
257,1fb2c1a0d7f863e0644077cb5d8f80df,moveis escritorio,1
258,0a17941f41b99d2f070fab54b458a4a4,malas acessorios,1
259,98190f6a2c3253d07ca86525bb238162,eletronicos,1
260,a18a23a783fb7576a8f0f6fbc2ae2b58,beleza saude,1
261,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,1
262,71c808620fa8dafbe6cd6c638cc67567,esporte lazer,4
263,25cdef5b1428725aa16b8b9a6fbd72ca,industria comercio e negocios,1
264,a1bf559ac1eab015ba992bd76d9d76c7,informatica acessorios,2
265,3b82733180834cc02658403163260204,moveis escritorio,2
266,eca3036ef7ba11b3331c334b7053fe13,telefonia,1
267,6b75ce117b8fcc75289cb6cbe589de6c,telefonia fixa,1
268,23ab7bb9eac81e85ec43ed71064cf7ce,cama mesa banho,1
269,5cfe07a11fd4f35d3c5ca21cd60cee6e,fashion calcados,4
270,78119fbfa709d07b86f5ccf15043c6d6,cool stuff,2
271,9138555a5066b7f16bf15e75c7db067c,construcao ferramentas iluminacao,6
272,1ec5373950b7877c5de483a123223810,esporte lazer,1
273,34607082301052079a3bffcd12c5ecfb,utilidades domesticas,4
274,4ceab0364ce2bef8363b89f4719bbff7,cama mesa banho,1
275,c9fe02894880831f6f28d5ac212d036f,construcao ferramentas seguranca,3
276,3c883b9d3fd2d0ce448d4136349dc0a4,cama mesa banho,1
277,98d0e0ca6213edc063889593a2475e36,automotivo,1
278,f2c1df0fc307ec60e3321c708c1dcac3,cama mesa banho,1
279,622d3b263cd40b06e1eeea144fb83f19,bebes,1
280,15cd31f93b25e5a517f05b1af31d353f,brinquedos,1
281,cd7701670288642f7be9437dec9034c1,perfumaria,2
282,3519403062e217f433e0bbdc52e0b19f,consoles games,1
283,37dffde0476450e75dae423136954b0f,automotivo,5
284,d68bd4dedccc5545b1ff6629de8fb021,informatica acessorios,4
285,e4c0d69bafff0157f574aae9a147a8c1,moveis decoracao,1
286,b6b4ab44d1f3c2a645abbda76af2a993,relogios presentes,1
287,d19d6968c8fa843da04bf9c9d23c312f,automotivo,4
288,de984954e2e130136bcf8988bc973d90,instrumentos musicais,1
289,c6336fa91fbd87c359e44f5dca5a90ed,esporte lazer,1
290,d10abea506594de1dd5ea21851f94062,beleza saude,1
291,4bae12e58c9b828e1302a2cad437b80a,consoles games,3
292,aba0932cedf32b2a7b6b832f11769613,beleza saude,1
293,f777c903946dd86fd00cd5b32ec3e907,construcao ferramentas construcao,4
294,39e3b9b12cd0bf8ee681bbc1c130feb5,,0
295,2e511b5741ab14e7f5294df6f1310b03,informatica acessorios,1
296,74f250adf8f41738ca96718232a41499,moveis decoracao,1
297,f16ced867a24a244afefb5b867f337df,fashion bolsas e acessorios,2
298,1ce0e963805e3c170485768e8b09fe65,moveis decoracao,3
299,794de06c32a626a5692ff50e4985d36f,,0
300,a530b23a71594d0d986a30359e207762,moveis decoracao,2
301,d294bd539d8c70342149beb38b767afc,relogios presentes,1
302,fe9184887637170f6da65623475d6a66,construcao ferramentas construcao,1
303,3da6f3c6c1ac8c36ff45b1a493a44e82,moveis decoracao,2
304,8a4667ce8c036b0d54dd65a38298bfc0,malas acessorios,1
305,26d114f0b4f14f5e3b3db0e211019777,moveis decoracao,2
306,ef22b718807d8b96162d9b021912f178,fashion roupa masculina,2
307,599e5320aef0c7dd9e3fed9b2f673d41,informatica acessorios,2
308,acfc0fd945c522a0d2266d45bcdd91c6,pet shop,2
309,2029248294c186017ecfc48cecd47bbd,ferramentas jardim,3
310,e8f22df5fa5b454907286aa61d6216a8,fashion calcados,2
311,4da06dee0a480b5d666886ea00b4d9b3,cama mesa banho,1
312,39d5f0edfbb6ee4d1c524dd620c0bc7a,ferramentas jardim,1
313,185013b2b9237c14bd26a394d9fda023,climatizacao,1
314,3d1e658dd7dc71b44b125bdd18236fb3,moveis decoracao,3
315,5e459bd31247ee46fa95b09556600a6a,fashion calcados,12
316,bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,12
317,99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,3
318,8a2d3285de64b2117fbf83784acd09fc,automotivo,1
319,fdac82e439dafa5f87a9547581532380,automotivo,1
320,b3f29e4bbae3c829f7c4231074c307ee,utilidades domesticas,3
321,115bc0865dc675638645e1ab5311e30c,bebes,3
322,e71ba6dc5ef4b3bada7ee8d17304d31e,consoles games,4
323,062597771ee91356ea34084f28c03a4b,fashion bolsas e acessorios,1
324,8d51190d4e52d32e6abf3d0551501114,telefonia,1
325,10d43b23591dde746f32fe6a7beb5bfb,beleza saude,1
326,b0cd550945da1de6eb9cb69595d540df,esporte lazer,1
327,e83ded7d97b96d338c4e72bb1ff7676c,ferramentas jardim,1
328,ce130b350f529a1d6288f927da7404ea,cama mesa banho,1
329,c04b8195870068ff5c495f269a0bc993,livros tecnicos,1
330,454157d7294823cc44ad21d4fe31474a,esporte lazer,5
331,f0737b524fe6b57f2ad4f174ce23a62c,esporte lazer,1
332,bc4a074ab7a7ff14e98fa64671a79dc0,beleza saude,1
333,6c3fc3c928cf7d57418923ffea326d9a,cool stuff,3
334,dc582e9ac5036846acfeeb3093b17aa7,perfumaria,1
335,e84fb20fe338824c220166d3cd562cbd,beleza saude,1
336,3c2f792f1041177a81913a977431a99e,eletronicos,1
337,bcad5b050c241af2fdc24c51556b297c,ferramentas jardim,3
338,0d8c64a12c0e49b2515674c031b965a1,moveis decoracao,2
339,e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos 2,2
340,eca26be90d3b3454dd69a13a05bdb46e,fashion bolsas e acessorios,3
341,c4344f6de69a96da8febce3f885171f0,consoles games,1
342,f092eaa771e3dca0bfeca32b5c9d5669,instrumentos musicais,3
343,debefa981200019b8c4a45d0176125a6,cama mesa banho,1
344,d0877f0094337c414d23f5a3c7bad20c,moveis escritorio,2
345,4ed86bcb86407328452ac1c5b3b89d67,bebes,2
346,e117ca2a90cfd40b93450b0b60f834e4,cama mesa banho,1
347,7af3e2da474486a3519b0cba9dea8ad9,,0
348,4c303e0fd131aa3fe487c108b5aa8c06,artigos de festas,1
349,63f7cd79973145c9e6bb11c5fd03e82e,fashion bolsas e acessorios,2
350,a2bd2eae20998a24c22b110334928b02,malas acessorios,1
351,55103cbbe0851d3a303a022cc4140628,malas acessorios,5
352,f97d74310019b255120e4316f4515d74,fashion bolsas e acessorios,4
353,3d649f0e12c7b5f9ec7e00f538cc13f3,beleza saude,1
354,9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,2
355,c354569eefd558bf201d0aedf35608ed,cama mesa banho,1
356,7f383ce1a13d3d90e3d6074557ee8deb,telefonia,4
357,f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,4
358,5027a29c73fb3aa5e93eae6867c9a2e7,papelaria,2
359,457c5f8a59156ce6315753d8d788a16a,relogios presentes,4
360,3eb0cd17f2bfe15716e113962806a5de,cama mesa banho,2
361,76df076d70248fa44de6ed8c31a1a9b5,papelaria,1
362,7683fe3e73bd7af6d0f6a6ed497cb04a,construcao ferramentas iluminacao,4
363,e63e00cfcd91a5b34c13e2134671e842,moveis escritorio,1
364,a77e6c93242ae050800cb3e5b98c2fcd,bebes,2
365,a1e9b0d76a76ff474f4a4374fcfb8c42,esporte lazer,1
366,1dfb36d969d347f56f43590ec42c7b8c,esporte lazer,5
367,ae728f68e1fe806253238e93f2bfc324,esporte lazer,1
368,a1d17216996bf0cbba886f91bfd31c77,telefonia,1
369,22776ebd2bfdf5f55499fd324862a673,automotivo,2
370,6b5af19067eeadc0f331687a79ca656b,papelaria,1
371,c72a1a8c3bbe15206d1880cedc7bd791,informatica acessorios,5
372,f14aa2ba817ef24ccf7f99c0ccfab59a,relogios presentes,1
373,f2d80346f1dd6986e9e6611db7b708aa,bebes,1
374,1f64ec386a6be322e71596931f5d2377,perfumaria,1
375,b97114b2893e68400ae867459b491bcd,cama mesa banho,1
376,ef6aa884e3493fd38cc8ee47d8d79d10,cool stuff,1
377,769cc5a32d4e6c7710013f35a73d45e9,esporte lazer,4
378,e24f73b7631ee3fbb2ab700a9acaa258,fashion bolsas e acessorios,6
379,0417855683de23ba1e20e8a358a5ac7c,automotivo,5
380,11dc4053871ff53ff79fb1fc7e6b160f,esporte lazer,1
381,8729e9bc4b7f0422448d80ed35ae329d,beleza saude,1
382,eced39e6c33db4b865ea46d12dde67d8,brinquedos,3
383,bad5bc36e62c12c840045474c6dbe021,utilidades domesticas,1
384,afce90df29b9a0c1bfe5e1033f1197b1,telefonia,4
385,06efa56b8557e1efcb2c107f55d1a8dd,ferramentas jardim,4
386,fa9cf28beaafe4f4bec59550f6c76481,moveis decoracao,3
387,0bb7cb61f1957f79dac582ab66ccdc1f,utilidades domesticas,2
388,ad19bca6e0f1919433d7e21d534ddb50,livros interesse geral,1
389,334995514673fb6bae67885458b52984,utilidades domesticas,2
390,95578be74a242e7a0eae084908bbb5f8,moveis escritorio,1
391,288d91794eb2b14fed9ed5e469cb87c3,cama mesa banho,1
392,f72379337062680ca5a2b7b0275913d8,moveis decoracao,2
393,24f9f99148480cd31288ed4e7d962e15,moveis decoracao,1
394,4c505e52bedf9651c08793647c925e65,cama mesa banho,1
395,77c0d362526797bf132aaf564b1e436d,ferramentas jardim,3
396,c23381297fa734ea441a15d723199fb5,informatica acessorios,4
397,8b6a57fbcf171e0a44f97af7af858939,informatica acessorios,2
398,78bd107dbc2f94f453c1bac8d2b4ede1,utilidades domesticas,1
399,ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,1
400,c8a0fe4fb537a7864e6aca0477a6da9c,cama mesa banho,1
401,6bb81626d06fafb4d7eab61ac9ed70c6,beleza saude,2
402,9339df4b551cc289617ed742b9af7925,telefonia,1
403,09c3d39641970009c198caed304ccfc4,bebes,1
404,7130a7cfbe3bb2f11f6524e0cec6eafe,pet shop,1
405,76fffd0056ad48fbddac939c05e05cff,relogios presentes,1
406,e05646078b508ff048d63d3af7775ca1,eletroportateis,1
407,15571dce56ff7d152dab99a0bc8354d5,esporte lazer,4
408,c571bd52d56c393e52b38a593da5950f,cama mesa banho,1
409,2efbce46d36d9af306d4300db163b276,beleza saude,1
410,a453b4ccccf554efba31d5ada5a59a60,telefonia,6
411,0d79e2972015716ede4fabeb5b60f8c6,market place,3
412,2068e3435a38f6a3cc95ba89a96378ab,automotivo,1
413,28e410092e56a080e14595c053d0bbe8,perfumaria,1
414,c5c66926b3f964b8cf9e7dfb1150d13e,esporte lazer,1
415,3488d2ce36e718097c1509444289ef7f,perfumaria,1
416,a0ff95d002b9e836b60b47e97a200f93,casa construcao,2
417,068ceaa8a3d9d385cbf53d5335f89f80,utilidades domesticas,1
418,a7b42937ab954b0e03bcf6cc35209940,esporte lazer,2
419,fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,2
420,b52e7c92200ed9874e77bc09b5ed4d40,la cuisine,1
421,a8bb7885faf316d9a5062d42d2b2fba4,esporte lazer,1
